country_code,product_category,total_revenue,average_basket_size,number_of_unique_customers
NG,grocery,174975.75,60.046585,2490
NG,sports,168793.56,59.66545,2418
US,books,173531.69,60.569523,2457
US,electronics,174022.89,60.6986,2459
US,fashion,168206.48,60.159687,2394
US,grocery,175454.9,60.459995,2450
US,sports,169263.12,60.602623,2401
BR,books,171415.36,59.726604,2454
BR,electronics,174326.86,60.9961,2448
BR,fashion,172809.48,59.75432,2481
BR,grocery,162131.73,58.999905,2378
BR,sports,169194.16,60.04051,2420
DE,books,172945.9,61.154846,2414
DE,electronics,179069.31,60.80452,2521
DE,fashion,174295.55,60.921196,2471
DE,grocery,174345.55,59.523914,2501
DE,sports,173398.97,59.916714,2473
FR,books,170144.9,59.304604,2483
FR,electronics,167510.88,59.12844,2428
FR,fashion,175764.84,60.50425,2479
FR,grocery,169740.56,59.370605,2440
FR,sports,168473.36,59.933605,2406
IN,books,166634.0,59.427246,2414
IN,electronics,171234.34,59.435734,2465
IN,fashion,175442.77,60.35183,2479
IN,grocery,170329.05,61.04984,2395
IN,sports,166610.9,59.33437,2410
JP,books,169772.97,59.010418,2466
JP,electronics,175125.52,59.364582,2502
JP,fashion,162828.22,58.049274,2437
JP,grocery,171255.77,59.31963,2456
JP,sports,176889.1,60.371704,2497
NG,books,164808.31,58.671524,2403
NG,electronics,168828.52,60.231365,2405
NG,fashion,171364.42,59.625755,2433
NG,grocery,172431.88,60.185646,2420
NG,sports,175803.16,61.042763,2471
US,books,168880.8,58.375664,2452
US,electronics,169960.5,60.226967,2432
US,fashion,172600.27,59.826782,2437
US,grocery,164754.39,59.456654,2388
US,sports,167214.56,58.899105,2464
BR,books,169586.77,58.863853,2480
BR,electronics,176855.19,61.429382,2452
BR,fashion,172435.38,60.65261,2460
BR,grocery,173138.88,59.51835,2492
BR,sports,173515.02,61.26943,2439
DE,books,176822.48,60.369576,2535
DE,electronics,174153.12,60.490837,2436
DE,fashion,179093.84,61.02005,2514
DE,grocery,168740.31,60.264397,2382
DE,sports,163698.38,58.401134,2428
FR,books,169767.39,59.588413,2434
FR,electronics,172094.89,60.047066,2442
FR,fashion,159259.64,57.765556,2360
FR,grocery,173070.55,59.474415,2482
FR,sports,167772.62,60.241516,2376
IN,books,167055.08,59.281433,2410
IN,electronics,173725.84,60.700855,2438
IN,fashion,166784.5,58.913635,2406
IN,grocery,170052.2,58.984463,2443
IN,sports,171364.92,61.443142,2409
JP,books,172301.81,59.068157,2475
JP,electronics,177920.33,61.162025,2522
JP,fashion,170560.02,59.99297,2396
JP,grocery,176742.56,61.220146,2460
JP,sports,179139.12,61.097927,2502
NG,books,165873.98,59.389183,2420
NG,electronics,170012.77,59.653603,2464
NG,fashion,170558.77,60.718678,2411
NG,grocery,168967.42,60.066628,2388
NG,sports,170908.6,59.737362,2434
US,books,171041.66,59.993565,2438
US,electronics,177687.38,60.789387,2497
US,fashion,171035.05,59.86526,2444
US,grocery,176981.95,62.033634,2474
US,sports,170914.08,59.718407,2444
BR,books,170867.38,59.556423,2452
BR,electronics,171742.1,61.292683,2430
BR,fashion,165294.5,58.59429,2430
BR,grocery,167961.23,60.61394,2381
BR,sports,172750.17,60.52914,2425
DE,books,170406.02,58.801247,2478
DE,electronics,165244.8,59.33386,2379
DE,fashion,167981.34,59.231785,2420
DE,grocery,173382.56,60.369972,2448
DE,sports,171064.81,60.27654,2446
FR,books,170315.22,59.363968,2448
FR,electronics,173549.9,61.023174,2438
FR,fashion,174698.36,59.522438,2510
FR,grocery,174614.17,61.462223,2451
FR,sports,170120.95,59.691563,2430
IN,books,173188.4,60.17665,2482
IN,electronics,172002.6,60.92901,2409
IN,fashion,175429.45,60.765312,2494
IN,grocery,167715.98,59.642952,2433
IN,sports,164973.3,58.376965,2426
JP,books,162764.81,58.930054,2353
JP,electronics,173050.0,59.754833,2493
JP,fashion,167466.8,59.112885,2439
JP,grocery,166197.67,59.569057,2417
JP,sports,176191.02,60.03101,2529
NG,books,178201.2,60.509747,2503
NG,electronics,179662.4,59.82764,2564
NG,fashion,171915.23,59.90078,2445
NG,grocery,180339.06,60.94595,2543
NG,sports,170284.31,59.229324,2462
US,books,177391.7,61.42372,2475
US,electronics,168800.08,59.332188,2437
US,fashion,167741.4,59.1055,2422
US,grocery,171888.9,60.37545,2452
US,sports,169479.45,60.463593,2405
BR,books,179001.77,61.895493,2491
BR,electronics,162457.08,56.88273,2450
BR,fashion,176066.53,61.134212,2460
BR,grocery,177705.42,60.920612,2501
BR,sports,172448.73,60.678654,2445
DE,books,179247.81,61.34422,2481
DE,electronics,162981.77,60.07437,2335
DE,fashion,167546.06,59.90206,2407
DE,grocery,176268.27,59.894077,2512
DE,sports,165862.62,59.321396,2416
FR,books,178379.94,60.57044,2514
FR,electronics,171390.73,59.572727,2442
FR,fashion,168514.83,58.068516,2503
FR,grocery,169638.69,58.718826,2468
FR,sports,176530.66,60.809734,2470
IN,books,172652.95,59.824306,2471
IN,electronics,165509.17,60.01058,2366
IN,fashion,172366.89,61.209835,2413
IN,grocery,171117.5,59.7686,2457
IN,sports,166470.22,59.326523,2393
JP,books,171944.81,58.425014,2523
JP,electronics,160179.83,57.72246,2394
JP,fashion,172056.05,59.59683,2453
JP,grocery,165797.73,59.833176,2380
JP,sports,178268.19,60.92556,2513
NG,books,177542.66,59.98063,2550
NG,electronics,168741.06,59.837257,2425
NG,fashion,166271.42,59.319096,2428
NG,grocery,173995.36,60.45704,2438
NG,sports,170050.84,60.408825,2415
US,books,163845.06,59.732067,2369
US,electronics,172750.02,59.85794,2462
US,fashion,172588.9,59.96835,2488
US,grocery,172745.81,60.74044,2467
US,sports,174788.64,60.944435,2471
BR,books,178061.9,59.5724,2517
BR,electronics,169902.66,60.420574,2398
BR,fashion,168230.72,59.257034,2426
BR,grocery,170400.6,58.637505,2505
BR,sports,175962.06,59.912178,2509
DE,books,175299.94,60.868034,2458
DE,electronics,173079.72,60.94356,2426
DE,fashion,169465.45,61.134724,2390
DE,grocery,175357.6,60.67737,2477
DE,sports,172391.1,61.370983,2421
FR,books,174903.4,59.918945,2463
FR,electronics,171073.83,60.428764,2456
FR,fashion,163427.45,58.74459,2401
FR,grocery,168189.06,60.11046,2403
FR,sports,174476.34,60.92051,2460
IN,books,169241.84,59.760536,2442
IN,electronics,172942.95,60.788383,2418
IN,fashion,174723.47,60.416138,2488
IN,grocery,166132.4,59.46042,2403
IN,sports,171239.77,59.76955,2465
JP,books,172154.31,60.575058,2421
JP,electronics,169172.98,61.56222,2389
JP,fashion,169073.19,60.77397,2417
JP,grocery,172385.05,60.10636,2459
JP,sports,172930.53,60.08705,2471
NG,books,173897.7,60.6761,2486
NG,electronics,179696.52,61.308945,2506
NG,fashion,168028.56,59.521275,2412
NG,grocery,169822.2,60.846363,2375
NG,sports,177378.19,61.504227,2502
US,books,170393.95,59.14403,2464
US,electronics,174482.84,60.270412,2485
US,fashion,171398.12,59.513237,2497
US,grocery,177184.38,59.98117,2506
US,sports,171952.98,59.685173,2427
BR,books,175799.34,60.184643,2476
BR,electronics,171652.31,60.48355,2428
BR,fashion,172320.61,60.804733,2444
BR,grocery,176076.31,60.1559,2474
BR,sports,174314.44,60.462864,2488
DE,books,177787.98,61.26395,2500
DE,electronics,176134.83,61.585606,2482
DE,fashion,172787.8,60.204807,2435
DE,grocery,165404.33,60.410637,2360
DE,sports,170468.19,59.750504,2446
FR,books,165631.83,59.515568,2385
FR,electronics,167764.86,59.639126,2429
FR,fashion,172880.95,60.532547,2457
FR,grocery,167810.81,60.603397,2385
FR,sports,167919.33,59.001873,2431
IN,books,176034.61,61.29339,2451
IN,electronics,162550.23,59.368237,2361
IN,fashion,172521.05,60.74685,2427
IN,grocery,166106.34,60.270805,2363
IN,sports,172208.61,59.857006,2465
JP,books,173842.19,61.2336,2426
JP,electronics,166817.86,59.812786,2414
JP,fashion,175951.88,61.62938,2455
JP,grocery,172949.14,60.32408,2466
JP,sports,173876.64,59.465336,2486
NG,books,173678.52,59.99258,2460
NG,electronics,173519.3,58.800167,2510
NG,fashion,177472.84,60.799194,2467
NG,grocery,169592.16,58.76374,2455
NG,sports,171294.3,59.497845,2458
US,books,176891.05,59.67984,2529
US,electronics,175794.28,60.68149,2482
US,fashion,173003.12,60.385036,2445
US,grocery,169707.48,61.15585,2411
US,sports,174368.81,59.735806,2503
BR,books,169725.62,61.651154,2360
BR,electronics,164298.75,57.83131,2425
BR,fashion,177874.78,60.978672,2507
BR,grocery,166895.19,59.393307,2390
BR,sports,167756.27,59.15242,2417
DE,books,176722.4,62.2262,2444
DE,electronics,173659.58,59.944626,2474
DE,fashion,175191.06,59.246216,2525
DE,grocery,162677.4,58.45397,2392
DE,sports,175789.78,61.20814,2448
FR,books,169531.11,58.803715,2474
FR,electronics,169666.2,57.965904,2489
FR,fashion,177399.69,60.422237,2491
FR,grocery,165689.88,58.77612,2426
FR,sports,174413.4,60.121822,2484
IN,books,173753.98,59.935833,2501
IN,electronics,170456.02,59.454487,2452
IN,fashion,168550.62,59.07838,2437
IN,grocery,168588.7,60.03871,2398
IN,sports,168885.34,59.237232,2431
JP,books,169832.23,60.053833,2445
JP,electronics,171433.6,60.662983,2426
JP,fashion,172882.69,60.490795,2482
JP,grocery,173722.02,60.59366,2468
JP,sports,169531.11,59.904987,2438
NG,books,165072.84,58.912506,2415
NG,electronics,174889.8,60.788944,2426
NG,fashion,179098.9,60.5473,2515
NG,grocery,173638.95,60.543568,2443
NG,sports,174217.7,60.830204,2454
US,books,165527.47,58.57306,2410
US,electronics,174945.77,61.084415,2472
US,fashion,172354.98,60.242916,2442
US,grocery,172536.08,60.180008,2474
US,sports,161778.83,58.74322,2366
BR,books,173557.05,59.78541,2523
BR,electronics,164282.75,59.891632,2352
BR,fashion,168421.02,60.236416,2396
BR,grocery,175874.94,61.00414,2455
BR,sports,175423.23,59.728714,2511
DE,books,173660.1,59.615547,2506
DE,electronics,170086.16,58.81264,2497
DE,fashion,169155.4,60.564056,2387
DE,grocery,172919.75,60.54613,2451
DE,sports,170430.97,59.884388,2469
FR,books,179084.14,59.974594,2563
FR,electronics,163885.42,58.342976,2376
FR,fashion,168830.61,58.439117,2433
FR,grocery,173091.48,60.22668,2459
FR,sports,174846.7,60.85858,2472
IN,books,173663.34,59.966625,2496
IN,electronics,168943.1,59.299084,2437
IN,fashion,168096.55,59.524273,2421
IN,grocery,172093.52,60.553665,2416
IN,sports,174220.31,60.535202,2463
JP,books,171032.98,59.96949,2433
JP,electronics,173492.38,59.45592,2495
JP,fashion,162516.8,58.291534,2422
JP,grocery,169323.03,59.83146,2409
JP,sports,167765.75,60.565254,2403
NG,books,167582.62,59.174656,2394
NG,electronics,166385.62,58.33998,2462
NG,fashion,180815.23,60.271744,2544
NG,grocery,175130.5,60.53595,2470
NG,sports,165202.9,58.895866,2414
US,books,171642.8,61.191727,2406
US,electronics,176302.05,60.460236,2514
US,fashion,175002.5,61.146927,2465
US,grocery,167093.7,59.548717,2403
US,sports,169644.03,60.826115,2407
BR,books,170105.25,59.959553,2425
BR,electronics,168943.86,59.15401,2452
BR,fashion,175344.48,61.116936,2455
BR,grocery,172367.95,60.289597,2448
BR,sports,171749.95,59.739113,2455
DE,books,169849.27,60.10236,2442
DE,electronics,172086.12,60.893887,2393
DE,fashion,171634.02,60.648064,2426
DE,grocery,177566.67,61.805317,2462
DE,sports,166065.45,58.84672,2429
FR,books,173913.95,60.76658,2459
FR,electronics,172104.14,59.51042,2485
FR,fashion,164324.14,58.72914,2412
FR,grocery,165790.45,59.295586,2391
FR,sports,170605.38,60.220745,2419
IN,books,172656.69,59.784172,2474
IN,electronics,169042.27,59.16775,2456
IN,fashion,171889.05,60.101067,2461
IN,grocery,175358.58,61.036747,2437
IN,sports,175820.48,60.585968,2485
JP,books,175948.2,61.008392,2500
JP,electronics,169452.66,59.39455,2444
JP,fashion,172962.02,60.497383,2452
JP,grocery,172446.81,60.317177,2457
JP,sports,169052.81,59.841705,2415
NG,books,172276.14,59.181087,2468
NG,electronics,172306.45,60.07896,2461
NG,fashion,176802.0,60.116287,2482
NG,grocery,173336.95,59.60693,2499
NG,sports,170157.53,60.14759,2434
US,books,175631.98,60.751293,2459
US,electronics,167422.36,59.83644,2421
US,fashion,171431.06,59.56604,2446
US,grocery,168422.28,59.22021,2424
US,sports,167180.42,59.325912,2443
BR,books,169318.1,60.25555,2430
BR,electronics,168683.97,60.179794,2403
BR,fashion,178630.69,61.40622,2496
BR,grocery,171885.69,59.641113,2464
BR,sports,179790.06,59.631863,2546
DE,books,170263.94,59.016964,2418
DE,electronics,166564.03,58.85655,2450
DE,fashion,168986.73,59.439583,2431
DE,grocery,177162.73,61.19611,2489
DE,sports,172572.4,59.303234,2486
FR,books,168905.02,58.79047,2475
FR,electronics,171729.17,59.50422,2486
FR,fashion,171807.62,61.51365,2389
FR,grocery,167989.2,58.41071,2444
FR,sports,172937.34,60.068546,2461
IN,books,166913.06,60.69566,2379
IN,electronics,171996.98,58.923256,2474
IN,fashion,168067.8,59.74682,2441
IN,grocery,171098.02,60.54424,2413
IN,sports,177266.44,60.5625,2482
JP,books,173041.55,60.314236,2459
JP,electronics,168165.05,59.696503,2424
JP,fashion,165701.83,59.92833,2380
JP,grocery,174050.78,60.100407,2483
JP,sports,174957.94,60.226486,2476
NG,books,172234.22,60.32722,2475
NG,electronics,169616.95,59.34813,2474
NG,fashion,169758.7,60.52004,2429
NG,grocery,169797.06,60.083885,2408
NG,sports,173967.39,60.09236,2467
US,books,165799.02,58.586224,2433
US,electronics,167364.22,60.50767,2377
US,fashion,174173.38,59.465134,2511
US,grocery,171238.92,59.978607,2465
US,sports,167453.14,59.69809,2381
BR,books,173473.94,59.777374,2477
BR,electronics,170703.88,59.148952,2482
BR,fashion,177077.73,60.998188,2476
BR,grocery,172402.44,60.028706,2443
BR,sports,173765.94,59.85737,2489
DE,books,169167.2,59.818672,2439
DE,electronics,167966.77,59.8812,2426
DE,fashion,174238.81,60.457603,2467
DE,grocery,170643.17,60.127968,2398
DE,sports,176161.77,60.955627,2459
FR,books,171007.6,60.129253,2412
FR,electronics,165879.55,59.497684,2410
FR,fashion,173047.3,59.58929,2472
FR,grocery,177039.9,61.090374,2478
FR,sports,171171.02,59.87094,2438
IN,books,168143.9,60.115807,2383
IN,electronics,162704.3,58.822956,2396
IN,fashion,169725.69,60.768238,2382
IN,grocery,174895.89,60.580494,2488
IN,sports,176330.75,61.783726,2425
JP,books,179420.66,62.234013,2444
JP,electronics,174196.56,60.463924,2459
JP,fashion,169560.42,60.21322,2397
JP,grocery,172894.44,60.878323,2423
JP,sports,172235.95,58.924377,2519
NG,books,175185.89,60.976643,2464
NG,electronics,168021.73,59.98634,2415
NG,fashion,169662.25,59.03349,2427
NG,grocery,171290.7,59.933765,2457
NG,sports,167170.83,59.832077,2403
US,books,167678.7,60.44654,2398
US,electronics,175308.95,60.07846,2497
US,fashion,176556.55,61.00779,2483
US,grocery,170586.9,58.762283,2492
US,sports,166889.2,58.169815,2473
BR,books,167214.16,59.549202,2409
BR,electronics,161080.72,58.426086,2368
BR,fashion,174638.61,59.542656,2487
BR,grocery,167902.72,58.4416,2488
BR,sports,171622.39,60.988766,2401
DE,books,177346.19,61.259476,2480
DE,electronics,174246.06,60.69177,2480
DE,fashion,168706.17,59.299183,2416
DE,grocery,174256.42,60.005653,2471
DE,sports,168536.34,58.970028,2453
FR,books,171633.62,60.201202,2459
FR,electronics,168656.03,60.01994,2411
FR,fashion,176141.38,60.759357,2476
FR,grocery,173336.61,60.52256,2442
FR,sports,167862.11,60.316963,2368
IN,books,170382.38,60.78572,2404
IN,electronics,170641.94,59.644157,2431
IN,fashion,174900.16,60.750317,2442
IN,grocery,168924.16,59.58524,2446
IN,sports,172990.8,60.003746,2471
JP,books,171497.45,59.713596,2454
JP,electronics,164018.47,59.75172,2368
JP,fashion,169724.1,59.489693,2444
JP,grocery,167463.67,60.23873,2405
JP,sports,177056.23,61.201603,2458
NG,books,171825.22,59.168465,2464
NG,electronics,174969.8,59.982788,2502
NG,fashion,172993.55,60.76345,2436
NG,grocery,169770.17,60.39494,2418
NG,sports,171896.4,60.42053,2471
US,books,178139.4,60.406715,2493
US,electronics,177550.23,60.63874,2491
US,fashion,174861.39,60.800205,2479
US,grocery,172883.05,59.67658,2478
US,sports,170863.1,59.805073,2450
BR,books,170712.36,59.81512,2442
BR,electronics,167228.48,59.27986,2420
BR,fashion,174732.28,59.51372,2493
BR,grocery,170840.9,59.965218,2432
BR,sports,168978.45,59.33232,2449
DE,books,175784.84,61.657257,2446
DE,electronics,169389.19,60.003254,2431
DE,fashion,164888.27,58.595688,2405
DE,grocery,174518.62,61.213127,2460
DE,sports,176894.34,61.01909,2485
FR,books,168252.6,59.01529,2464
FR,electronics,170815.66,59.2082,2466
FR,fashion,168698.22,57.674606,2500
FR,grocery,174199.5,60.63331,2438
FR,sports,173059.88,61.022522,2419
IN,books,169019.12,60.558624,2403
IN,electronics,176120.62,62.014305,2448
IN,fashion,170685.27,60.398182,2432
IN,grocery,172651.97,59.391804,2479
IN,sports,172478.55,59.14902,2476
JP,books,172950.5,60.85521,2422
JP,electronics,170480.73,61.21391,2414
JP,fashion,165815.12,59.177418,2414
JP,grocery,167138.17,59.416344,2419
JP,sports,169543.48,59.322422,2456
NG,books,176448.19,60.635117,2494
NG,electronics,176648.58,60.80846,2507
NG,fashion,169742.61,59.810646,2460
NG,grocery,173341.52,60.250786,2463
NG,sports,172484.17,59.53889,2484
US,books,170047.34,59.003242,2477
US,electronics,169925.34,59.414455,2452
US,fashion,167432.8,60.14109,2424
US,grocery,172178.23,59.556637,2458
US,sports,173412.69,60.63381,2437
BR,books,166693.19,59.427162,2411
BR,electronics,171789.34,59.877777,2493
BR,fashion,170252.8,60.437626,2432
BR,grocery,170819.16,59.936546,2467
BR,sports,170030.89,60.487686,2411
DE,books,171505.45,59.96694,2473
DE,electronics,172272.94,59.302216,2500
DE,fashion,177378.4,60.725235,2508
DE,grocery,162126.25,59.452236,2339
DE,sports,170503.16,59.720894,2449
FR,books,169410.81,59.609715,2410
FR,electronics,170274.62,59.225956,2478
FR,fashion,167323.16,59.99396,2372
FR,grocery,172748.56,59.89895,2468
FR,sports,170938.3,59.477486,2453
IN,books,175458.61,61.178036,2437
IN,electronics,169664.88,59.95225,2446
IN,fashion,175852.7,60.93302,2472
IN,grocery,177861.48,61.52248,2471
IN,sports,169725.55,60.40055,2407
JP,books,172765.23,60.323055,2472
JP,electronics,177418.73,61.390564,2469
JP,fashion,168236.81,59.637295,2397
JP,grocery,169624.22,57.714943,2491
JP,sports,169454.31,58.879192,2475
NG,books,164291.55,58.86476,2416
NG,electronics,175741.81,60.288788,2505
NG,fashion,172176.12,60.28576,2429
NG,grocery,168887.7,59.974327,2414
NG,sports,166334.97,59.68244,2389
US,books,174859.98,59.679176,2500
US,electronics,174940.38,60.449333,2473
US,fashion,171833.02,59.93478,2449
US,grocery,174106.3,60.327892,2471
US,sports,174211.48,60.135136,2488
BR,books,169863.16,60.34215,2404
BR,electronics,175250.75,60.079105,2497
BR,fashion,172069.77,60.78056,2411
BR,grocery,170285.9,59.22988,2464
BR,sports,167663.6,59.581944,2417
DE,books,179970.2,60.190704,2549
DE,electronics,172597.88,59.784508,2491
DE,fashion,170146.83,58.97637,2453
DE,grocery,177218.98,60.64989,2488
DE,sports,170665.9,59.7779,2450
FR,books,175084.12,61.068756,2431
FR,electronics,170987.45,60.69842,2403
FR,fashion,170001.94,60.823593,2417
FR,grocery,174879.12,60.17864,2480
FR,sports,173704.88,60.778473,2425
IN,books,177150.7,60.25534,2483
IN,electronics,167925.23,59.128605,2427
IN,fashion,171664.36,60.064507,2440
IN,grocery,175997.14,61.558987,2463
IN,sports,170066.73,60.37158,2430
JP,books,174681.77,61.421154,2425
JP,electronics,172653.98,60.200134,2450
JP,fashion,167422.03,59.857716,2413
JP,grocery,172470.27,58.803364,2491
JP,sports,179340.39,60.89657,2525
NG,books,164599.7,59.33659,2412
NG,electronics,172976.6,59.957226,2465
NG,fashion,166527.3,59.966618,2379
NG,grocery,182693.73,60.73595,2576
NG,sports,176390.56,60.908344,2492
US,books,165692.19,59.881527,2370
US,electronics,167316.56,60.731964,2382
US,fashion,171383.84,60.474186,2420
US,grocery,167728.58,61.983955,2346
US,sports,173062.56,60.44798,2458
BR,books,170439.48,59.510994,2455
BR,electronics,172684.17,61.58494,2436
BR,fashion,173085.38,59.974144,2498
BR,grocery,170902.3,59.944683,2455
BR,sports,173631.64,60.08015,2462
DE,books,171096.3,59.470387,2510
DE,electronics,171861.66,59.986618,2457
DE,fashion,173365.77,59.86387,2482
DE,grocery,166166.98,59.218456,2403
DE,sports,174271.73,60.28078,2491
FR,books,172529.69,60.07301,2464
FR,electronics,167526.98,60.024,2400
FR,fashion,174324.34,60.361614,2475
FR,grocery,172781.5,60.603825,2421
FR,sports,175506.02,60.249233,2485
IN,books,172899.8,60.539146,2451
IN,electronics,171389.48,60.13666,2442
IN,fashion,176012.92,61.030834,2487
IN,grocery,167524.81,60.543842,2378
IN,sports,172926.27,59.91901,2427
JP,books,171951.19,60.312588,2464
JP,electronics,169088.92,60.067112,2421
JP,fashion,170198.56,60.18337,2421
JP,grocery,171084.77,61.25484,2424
JP,sports,170570.84,60.272385,2419
NG,books,171553.73,59.320103,2462
NG,electronics,172975.52,59.52358,2488
NG,fashion,181172.92,61.352158,2523
NG,grocery,175276.31,61.82586,2447
NG,sports,170107.98,59.457527,2453
US,books,169059.77,58.885323,2450
US,electronics,177187.27,59.921295,2521
US,fashion,173187.88,61.17551,2446
US,grocery,166056.8,60.165504,2379
US,sports,167462.19,59.194836,2390
BR,books,168695.0,60.70349,2400
BR,electronics,172335.08,58.978466,2467
BR,fashion,172297.94,60.60427,2445
BR,grocery,179432.95,61.618458,2507
BR,sports,165930.12,59.00787,2420
DE,books,175995.12,59.518135,2531
DE,electronics,172168.52,59.905537,2443
DE,fashion,170539.33,58.383884,2505
DE,grocery,171433.1,58.97251,2506
DE,sports,170513.67,59.871372,2432
FR,books,174228.12,60.622173,2469
FR,electronics,168457.33,59.90659,2422
FR,fashion,173544.52,61.258213,2432
FR,grocery,171551.55,59.670105,2429
FR,sports,167906.88,59.059753,2431
IN,books,169955.66,58.767517,2481
IN,electronics,172263.1,60.23185,2451
IN,fashion,168696.77,60.5516,2391
IN,grocery,168587.1,59.48733,2408
IN,sports,169722.66,59.447514,2469
JP,books,173278.38,59.545834,2516
JP,electronics,168138.69,60.459793,2410
JP,fashion,177206.16,59.62522,2556
JP,grocery,172919.73,59.895992,2472
JP,sports,168213.39,58.815872,2477
NG,books,171081.06,60.495426,2420
NG,electronics,166229.7,60.35937,2379
NG,fashion,169996.9,59.836998,2440
NG,grocery,170690.69,59.598705,2459
NG,sports,173118.55,60.29904,2462
US,books,168362.52,60.215492,2400
US,electronics,170439.31,59.40722,2454
US,fashion,165068.08,59.142986,2419
US,grocery,173988.88,60.45479,2465
US,sports,169101.67,59.14714,2431
